ACTION;START;END;RUN
{action=migrate(vm=vm#9, from=node#0, to=node#2, bw=500)};1436910127;1436910184;2
{action=migrate(vm=vm#8, from=node#3, to=node#1, bw=500)};1436910127;1436910184;2
{action=migrate(vm=vm#5, from=node#3, to=node#0, bw=500)};1436910127;1436910194;2
{action=migrate(vm=vm#2, from=node#3, to=node#0, bw=500)};1436910194;1436910233;2
{action=migrate(vm=vm#7, from=node#2, to=node#1, bw=500)};1436910194;1436910251;2
{action=migrate(vm=vm#0, from=node#3, to=node#2, bw=1000)};1436910233;1436910257;2
{action=migrate(vm=vm#3, from=node#2, to=node#0, bw=500)};1436910233;1436910285;2
{action=migrate(vm=vm#1, from=node#0, to=node#1, bw=500)};1436910251;1436910289;2
{action=migrate(vm=vm#4, from=node#1, to=node#0, bw=500)};1436910289;1436910327;2
{action=migrate(vm=vm#6, from=node#0, to=node#1, bw=500)};1436910328;1436910384;2
