ACTION;START;END;RUN
{action=migrate(vm=vm#0, from=node#1, to=node#2, bw=500)};1436917300;1436917339;34
{action=migrate(vm=vm#4, from=node#2, to=node#0, bw=500)};1436917300;1436917339;34
{action=migrate(vm=vm#3, from=node#2, to=node#1, bw=500)};1436917300;1436917341;34
{action=migrate(vm=vm#7, from=node#0, to=node#1, bw=500)};1436917341;1436917403;34
{action=migrate(vm=vm#6, from=node#2, to=node#3, bw=1000)};1436917341;1436917370;34
{action=migrate(vm=vm#2, from=node#2, to=node#3, bw=1000)};1436917370;1436917390;34
{action=migrate(vm=vm#5, from=node#1, to=node#3, bw=500)};1436917390;1436917446;34
{action=migrate(vm=vm#1, from=node#1, to=node#2, bw=500)};1436917447;1436917485;34
{action=migrate(vm=vm#9, from=node#0, to=node#1, bw=500)};1436917447;1436917509;34
{action=migrate(vm=vm#8, from=node#0, to=node#2, bw=500)};1436917509;1436917565;34
