ACTION;START;END;RUN
{action=migrate(vm=vm#0, from=node#0, to=node#2, bw=500)};1436916566;1436916604;31
{action=migrate(vm=vm#4, from=node#1, to=node#2, bw=500)};1436916566;1436916605;31
{action=migrate(vm=vm#8, from=node#3, to=node#1, bw=500)};1436916566;1436916625;31
{action=migrate(vm=vm#5, from=node#0, to=node#2, bw=500)};1436916605;1436916662;31
{action=migrate(vm=vm#9, from=node#3, to=node#0, bw=500)};1436916605;1436916670;31
{action=migrate(vm=vm#1, from=node#2, to=node#1, bw=500)};1436916625;1436916663;31
{action=migrate(vm=vm#2, from=node#3, to=node#0, bw=500)};1436916670;1436916715;31
{action=migrate(vm=vm#6, from=node#0, to=node#1, bw=500)};1436916670;1436916726;31
{action=migrate(vm=vm#3, from=node#1, to=node#0, bw=500)};1436916726;1436916764;31
{action=migrate(vm=vm#7, from=node#0, to=node#1, bw=500)};1436916764;1436916821;31
