ACTION;START;END;RUN
{action=migrate(vm=vm#3, from=node#0, to=node#2, bw=500)};1436913139;1436913178;16
{action=migrate(vm=vm#4, from=node#3, to=node#0, bw=500)};1436913139;1436913188;16
{action=migrate(vm=vm#5, from=node#3, to=node#1, bw=500)};1436913139;1436913196;16
{action=migrate(vm=vm#9, from=node#0, to=node#3, bw=500)};1436913189;1436913245;16
{action=migrate(vm=vm#7, from=node#2, to=node#0, bw=500)};1436913189;1436913253;16
{action=migrate(vm=vm#8, from=node#3, to=node#2, bw=1000)};1436913197;1436913226;16
{action=migrate(vm=vm#1, from=node#3, to=node#2, bw=1000)};1436913226;1436913245;16
{action=migrate(vm=vm#6, from=node#1, to=node#0, bw=500)};1436913253;1436913322;16
{action=migrate(vm=vm#0, from=node#0, to=node#1, bw=500)};1436913253;1436913297;16
{action=migrate(vm=vm#2, from=node#0, to=node#3, bw=500)};1436913297;1436913335;16
