ACTION;START;END;RUN
{action=migrate(vm=vm#0, from=node#3, to=node#1, bw=500)};1436912712;1436912750;14
{action=migrate(vm=vm#8, from=node#2, to=node#0, bw=500)};1436912712;1436912768;14
{action=migrate(vm=vm#6, from=node#3, to=node#2, bw=1000)};1436912750;1436912781;14
{action=migrate(vm=vm#7, from=node#2, to=node#1, bw=500)};1436912750;1436912807;14
{action=migrate(vm=vm#4, from=node#3, to=node#2, bw=1000)};1436912781;1436912801;14
{action=migrate(vm=vm#1, from=node#3, to=node#0, bw=500)};1436912801;1436912839;14
{action=migrate(vm=vm#2, from=node#2, to=node#1, bw=500)};1436912808;1436912852;14
{action=migrate(vm=vm#9, from=node#1, to=node#2, bw=500)};1436912808;1436912864;14
{action=migrate(vm=vm#3, from=node#1, to=node#2, bw=500)};1436912864;1436912903;14
{action=migrate(vm=vm#5, from=node#0, to=node#1, bw=500)};1436912864;1436912929;14
