ACTION;START;END;RUN
{action=migrate(vm=vm#1, from=node#1, to=node#3, bw=500)};1436918140;1436918178;38
{action=migrate(vm=vm#2, from=node#3, to=node#1, bw=500)};1436918140;1436918182;38
{action=migrate(vm=vm#5, from=node#2, to=node#0, bw=500)};1436918140;1436918197;38
{action=migrate(vm=vm#4, from=node#3, to=node#1, bw=500)};1436918182;1436918225;38
{action=migrate(vm=vm#3, from=node#1, to=node#2, bw=500)};1436918197;1436918235;38
{action=migrate(vm=vm#7, from=node#2, to=node#0, bw=500)};1436918197;1436918253;38
{action=migrate(vm=vm#0, from=node#2, to=node#1, bw=500)};1436918225;1436918266;38
{action=migrate(vm=vm#8, from=node#0, to=node#2, bw=500)};1436918253;1436918310;38
{action=migrate(vm=vm#9, from=node#1, to=node#0, bw=500)};1436918253;1436918316;38
{action=migrate(vm=vm#6, from=node#2, to=node#3, bw=1000)};1436918266;1436918295;38
