ACTION;START;END;RUN
{action=migrate(vm=vm#1, from=node#2, to=node#3, bw=1000)};1436919706;1436919726;46
{action=migrate(vm=vm#7, from=node#3, to=node#2, bw=1000)};1436919726;1436919764;46
{action=migrate(vm=vm#4, from=node#2, to=node#1, bw=500)};1436919726;1436919765;46
{action=migrate(vm=vm#9, from=node#2, to=node#0, bw=500)};1436919726;1436919785;46
{action=migrate(vm=vm#0, from=node#1, to=node#2, bw=500)};1436919765;1436919803;46
{action=migrate(vm=vm#3, from=node#0, to=node#1, bw=500)};1436919765;1436919807;46
{action=migrate(vm=vm#6, from=node#2, to=node#3, bw=1000)};1436919785;1436919820;46
{action=migrate(vm=vm#5, from=node#0, to=node#3, bw=500)};1436919807;1436919865;46
{action=migrate(vm=vm#2, from=node#1, to=node#2, bw=500)};1436919820;1436919858;46
{action=migrate(vm=vm#8, from=node#0, to=node#3, bw=500)};1436919865;1436919921;46
