ACTION;START;END;RUN
{action=migrate(vm=vm#1, from=node#2, to=node#3, bw=1000)};1436914707;1436914728;23
{action=migrate(vm=vm#3, from=node#1, to=node#2, bw=500)};1436914707;1436914745;23
{action=migrate(vm=vm#8, from=node#3, to=node#0, bw=500)};1436914707;1436914764;23
{action=migrate(vm=vm#7, from=node#3, to=node#1, bw=500)};1436914707;1436914767;23
{action=migrate(vm=vm#4, from=node#3, to=node#2, bw=1000)};1436914768;1436914788;23
{action=migrate(vm=vm#6, from=node#0, to=node#3, bw=500)};1436914768;1436914829;23
{action=migrate(vm=vm#5, from=node#1, to=node#3, bw=500)};1436914768;1436914830;23
{action=migrate(vm=vm#9, from=node#2, to=node#1, bw=500)};1436914768;1436914831;23
{action=migrate(vm=vm#2, from=node#3, to=node#0, bw=500)};1436914788;1436914832;23
{action=migrate(vm=vm#0, from=node#0, to=node#3, bw=500)};1436914832;1436914870;23
