ACTION;START;END;RUN
{action=migrate(vm=vm#0, from=node#1, to=node#2, bw=500)};1436918785;1436918824;41
{action=migrate(vm=vm#1, from=node#3, to=node#1, bw=500)};1436918785;1436918828;41
{action=migrate(vm=vm#5, from=node#3, to=node#0, bw=500)};1436918785;1436918846;41
{action=migrate(vm=vm#9, from=node#0, to=node#3, bw=500)};1436918828;1436918884;41
{action=migrate(vm=vm#7, from=node#3, to=node#2, bw=1000)};1436918846;1436918875;41
{action=migrate(vm=vm#4, from=node#3, to=node#1, bw=500)};1436918876;1436918914;41
{action=migrate(vm=vm#3, from=node#0, to=node#3, bw=500)};1436918884;1436918922;41
{action=migrate(vm=vm#8, from=node#2, to=node#1, bw=500)};1436918914;1436918970;41
{action=migrate(vm=vm#2, from=node#2, to=node#1, bw=500)};1436918970;1436919009;41
{action=migrate(vm=vm#6, from=node#0, to=node#2, bw=500)};1436918970;1436919027;41
