ACTION;START;END;RUN
{action=migrate(vm=vm#4, from=node#3, to=node#0, bw=500)};1436920118;1436920162;48
{action=migrate(vm=vm#8, from=node#0, to=node#3, bw=500)};1436920118;1436920180;48
{action=migrate(vm=vm#5, from=node#1, to=node#3, bw=500)};1436920118;1436920182;48
{action=migrate(vm=vm#6, from=node#2, to=node#1, bw=500)};1436920118;1436920183;48
{action=migrate(vm=vm#2, from=node#3, to=node#2, bw=1000)};1436920162;1436920182;48
{action=migrate(vm=vm#3, from=node#2, to=node#0, bw=500)};1436920162;1436920206;48
{action=migrate(vm=vm#7, from=node#0, to=node#2, bw=500)};1436920183;1436920239;48
{action=migrate(vm=vm#9, from=node#2, to=node#1, bw=500)};1436920183;1436920248;48
{action=migrate(vm=vm#0, from=node#1, to=node#0, bw=500)};1436920206;1436920248;48
{action=migrate(vm=vm#1, from=node#1, to=node#2, bw=500)};1436920248;1436920287;48
