ACTION;START;END;RUN
{action=migrate(vm=vm#7, from=node#3, to=node#2, bw=1000)};1436909955;1436909984;1
{action=migrate(vm=vm#5, from=node#1, to=node#3, bw=500)};1436909955;1436910016;1
{action=migrate(vm=vm#6, from=node#2, to=node#0, bw=500)};1436909955;1436910018;1
{action=migrate(vm=vm#8, from=node#0, to=node#3, bw=500)};1436909955;1436910019;1
{action=migrate(vm=vm#3, from=node#3, to=node#2, bw=1000)};1436909984;1436910004;1
{action=migrate(vm=vm#2, from=node#2, to=node#3, bw=1000)};1436910019;1436910039;1
{action=migrate(vm=vm#9, from=node#1, to=node#0, bw=500)};1436910019;1436910081;1
{action=migrate(vm=vm#0, from=node#0, to=node#3, bw=500)};1436910039;1436910077;1
{action=migrate(vm=vm#4, from=node#0, to=node#1, bw=500)};1436910081;1436910123;1
{action=migrate(vm=vm#1, from=node#1, to=node#0, bw=500)};1436910081;1436910127;1
