ACTION;START;END;RUN
{action=migrate(vm=vm#2, from=node#0, to=node#3, bw=500)};1436919358;1436919397;44
{action=migrate(vm=vm#0, from=node#2, to=node#0, bw=500)};1436919358;1436919401;44
{action=migrate(vm=vm#8, from=node#1, to=node#3, bw=500)};1436919358;1436919418;44
{action=migrate(vm=vm#9, from=node#3, to=node#1, bw=500)};1436919358;1436919420;44
{action=migrate(vm=vm#4, from=node#2, to=node#0, bw=500)};1436919401;1436919439;44
{action=migrate(vm=vm#7, from=node#3, to=node#2, bw=1000)};1436919420;1436919457;44
{action=migrate(vm=vm#5, from=node#0, to=node#2, bw=500)};1436919440;1436919501;44
{action=migrate(vm=vm#6, from=node#2, to=node#3, bw=1000)};1436919457;1436919486;44
{action=migrate(vm=vm#3, from=node#1, to=node#2, bw=500)};1436919457;1436919495;44
{action=migrate(vm=vm#1, from=node#0, to=node#1, bw=500)};1436919501;1436919539;44
