ACTION;START;END;RUN
{action=migrate(vm=vm#1, from=node#2, to=node#3, bw=1000)};1436915606;1436915625;27
{action=migrate(vm=vm#8, from=node#1, to=node#2, bw=500)};1436915606;1436915662;27
{action=migrate(vm=vm#5, from=node#3, to=node#1, bw=500)};1436915606;1436915670;27
{action=migrate(vm=vm#2, from=node#0, to=node#3, bw=500)};1436915625;1436915663;27
{action=migrate(vm=vm#3, from=node#1, to=node#3, bw=500)};1436915670;1436915709;27
{action=migrate(vm=vm#0, from=node#3, to=node#1, bw=500)};1436915670;1436915713;27
{action=migrate(vm=vm#9, from=node#3, to=node#2, bw=1000)};1436915713;1436915742;27
{action=migrate(vm=vm#6, from=node#0, to=node#1, bw=500)};1436915713;1436915769;27
{action=migrate(vm=vm#7, from=node#0, to=node#3, bw=500)};1436915770;1436915826;27
{action=migrate(vm=vm#4, from=node#0, to=node#1, bw=500)};1436915826;1436915864;27
