ACTION;START;END;RUN
{action=migrate(vm=vm#4, from=node#3, to=node#1, bw=500)};1436911483;1436911523;8
{action=migrate(vm=vm#7, from=node#3, to=node#0, bw=500)};1436911483;1436911540;8
{action=migrate(vm=vm#5, from=node#1, to=node#3, bw=500)};1436911483;1436911540;8
{action=migrate(vm=vm#3, from=node#2, to=node#1, bw=500)};1436911523;1436911564;8
{action=migrate(vm=vm#1, from=node#3, to=node#2, bw=1000)};1436911540;1436911565;8
{action=migrate(vm=vm#0, from=node#2, to=node#0, bw=500)};1436911540;1436911583;8
{action=migrate(vm=vm#8, from=node#0, to=node#2, bw=500)};1436911564;1436911621;8
{action=migrate(vm=vm#6, from=node#2, to=node#1, bw=500)};1436911564;1436911621;8
{action=migrate(vm=vm#2, from=node#2, to=node#0, bw=500)};1436911621;1436911666;8
{action=migrate(vm=vm#9, from=node#0, to=node#2, bw=500)};1436911621;1436911677;8
